Neighborhood,Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,FixedLotFrontage,FixedLotArea,FixedMasVnrArea,FixedTotalBsmtSF,Fixed1stFlrSF,Fixed2ndFlrSF,FixedLowQualFinSF,FixedGrLivArea,FixedBsmtFullBath,FixedBsmtHalfBath,FixedFullBath,FixedHalfBath,FixedBedroomAbvGr,FixedKitchenAbvGr,FixedTotRmsAbvGrd,FixedFireplaces,FixedGarageYrBlt,FixedGarageCars,FixedGarageArea,FixedWoodDeckSF,FixedOpenPorchSF,FixedEnclosedPorch,Fixed3SsnPorch,FixedScreenPorch,FixedPoolArea,FixedMiscVal,FixedYrSold,FixedSalePrice,YearsSinceBuilt,YearsSinceRemodel,SafetyScore,BicycleFriendlyScore,WalkabilityScore,SchoolingScore,HouseholdIncomeScore,DesirabilityScore
NridgHt,1307,120,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,9,New,Partial,48,6955,94,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,2005,2,474,132,35,0,0,0,0,0,2006,202500,1,0,3,3,1,5,3,3
CollgCr,1308,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,Gd,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,5,WD,Normal,60,8072,0,990,990,0,0,990,1,0,1,0,3,1,5,0,2000,2,480,0,64,0,0,0,0,0,2009,138000,15,14,3,1,1,3,2,3
OldTown,1309,20,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,5,WD,Normal,100,12000,0,924,1122,0,0,1122,1,0,1,0,2,1,6,0,1948,2,528,0,36,0,0,0,0,0,2008,147000,60,3,1,4,2,4,2,1
SawyerW,1310,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GasA,Gd,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,6,WD,Normal,69,7153,88,1278,1294,0,0,1294,1,0,2,0,3,1,6,0,1991,2,496,112,51,0,0,0,0,0,2008,179200,17,17,3,1,1,2,2,3
Crawfor,1311,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,PosA,Norm,1Fam,1Story,7,8,Gable,CompShg,BrkFace,HdBoard,None,Gd,Gd,PConc,Gd,TA,Av,GasA,TA,Y,null,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,5,WD,Normal,100,17500,0,1902,1902,0,0,1902,1,0,2,0,3,1,7,2,1959,2,567,0,207,162,0,0,0,0,2010,335000,51,8,2,4,4,4,2,3
CollgCr,1312,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,1,New,Partial,68,8814,80,1274,1274,0,0,1274,1,0,2,0,3,1,6,0,2005,2,508,264,98,0,0,0,0,0,2007,203000,2,0,3,1,1,3,2,3
NoRidge,1313,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Ex,TA,No,GasA,Ex,Y,null,Gd,Typ,Ex,Attchd,RFn,Gd,Gd,Y,NA,NA,NA,6,WD,Normal,69,9572,336,1453,1453,1357,0,2810,0,0,2,1,4,1,9,1,1990,2,750,500,0,0,0,0,0,0,2007,302000,17,17,3,2,1,5,3,3
NoRidge,1314,60,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,5,WD,Normal,108,14774,165,1393,1422,1177,0,2599,0,0,2,1,4,1,10,1,1999,3,779,668,30,0,0,0,0,0,2010,333168,11,11,3,2,1,5,3,3
Edwards,1315,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,TA,Detchd,Unf,TA,TA,Y,NA,NA,NA,10,WD,Normal,60,8190,0,948,948,0,0,948,1,0,1,0,3,1,5,1,1956,1,280,0,36,0,0,0,0,0,2007,119000,53,53,2,2,2,3,2,1
NAmes,1316,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,GasA,TA,Y,null,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,85,11075,0,952,1092,1020,0,2112,0,0,2,1,4,1,9,2,1969,2,576,280,0,0,0,0,0,0,2008,206900,39,39,3,2,1,4,2,2
CollgCr,1317,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GasA,Ex,Y,null,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,1,WD,Normal,61,10226,270,1622,1630,0,0,1630,1,0,2,0,3,1,8,1,2008,3,860,172,42,0,0,0,0,0,2009,295493,1,1,3,1,1,3,2,3
Somerst,1318,120,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,4,New,Partial,47,4230,0,1352,1352,0,0,1352,0,0,2,0,2,1,5,1,2006,2,466,0,241,0,0,0,0,0,2007,208900,1,0,2,2,1,5,3,3
CollgCr,1319,20,RL,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,8,WD,Normal,69,14781,178,1753,1787,0,0,1787,0,0,2,0,3,1,7,1,2001,3,748,198,150,0,0,0,0,0,2006,275000,5,4,3,1,1,3,2,3
Edwards,1320,20,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,2,WD,Normal,75,10215,132,864,948,0,0,948,0,0,1,0,3,1,5,0,1954,1,248,0,0,0,0,0,0,0,2007,111000,53,53,2,2,2,3,2,1
NAmes,1321,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,70,8400,0,1478,1478,0,0,1478,1,0,1,1,3,1,6,2,1957,2,442,114,0,0,0,216,0,0,2009,156500,52,52,3,2,1,4,2,2
BrkSide,1322,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,3,6,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,NA,NA,NA,Floor,TA,N,null,TA,Typ,NA,Detchd,Unf,TA,Fa,Y,NA,NA,NA,7,WD,Normal,69,6627,0,0,720,0,0,720,0,0,1,0,2,1,4,0,1955,1,287,0,0,0,0,0,0,0,2008,72500,59,58,3,4,2,4,3,2
NoRidge,1323,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,107,10186,0,750,1061,862,0,1923,1,0,2,1,3,1,8,1,1992,2,564,240,39,0,0,0,0,0,2010,190000,18,18,3,2,1,5,3,3
BrkSide,1324,30,RL,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,Hip,CompShg,VinylSd,VinylSd,None,Fa,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,Fa,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,12,WD,Normal,50,5330,0,420,708,0,0,708,0,0,1,0,2,1,5,0,1980,0,0,164,0,0,0,0,0,0,2009,82500,69,59,3,4,2,4,3,2
Somerst,1325,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,2,New,Partial,75,9986,428,1795,1795,0,0,1795,0,0,2,0,2,1,7,1,2007,3,895,0,49,0,0,0,0,0,2007,147000,1,0,2,2,1,5,3,3
IDOTRR,1326,30,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,Fa,No,GasA,Fa,N,null,TA,Typ,NA,NA,NA,NA,NA,N,NA,MnPrv,NA,1,WD,Normal,40,3636,0,796,796,0,0,796,0,0,1,0,2,1,5,0,1980,0,0,0,0,100,0,0,0,0,2008,55000,86,58,1,2,2,4,1,1
Edwards,1327,30,RH,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,3,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,5,WD,Normal,70,4270,0,544,774,0,0,774,0,0,1,0,3,1,6,0,1980,0,0,0,0,286,0,0,0,0,2007,79000,76,1,2,2,2,3,2,1
Mitchel,1328,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,9,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,TA,TA,No,GasA,Ex,Y,null,Gd,Typ,Ex,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,10,WD,Normal,60,6600,0,816,816,0,0,816,0,1,1,0,3,1,5,1,1982,1,264,0,0,0,0,0,0,0,2008,130500,26,0,3,2,1,4,2,2
OldTown,1329,50,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,BrkFace,Wd Sdng,None,Gd,Gd,BrkTil,Gd,TA,No,GasW,Ex,Y,null,TA,Mod,TA,Detchd,Unf,Fa,TA,Y,NA,MnPrv,Shed,6,WD,Normal,60,10440,0,1510,1584,1208,0,2792,0,0,2,0,5,1,8,2,1920,2,520,0,547,0,0,480,0,1150,2008,256000,88,58,1,4,2,4,2,1
Gilbert,1330,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GasA,Gd,Y,null,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,63,9084,0,935,955,677,0,1632,0,0,2,1,3,1,8,1,1998,2,462,0,28,0,0,0,0,0,2006,176500,8,8,3,3,1,4,3,3
Somerst,1331,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Av,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,12,WD,Normal,85,10000,410,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,2006,3,825,144,45,0,0,0,0,0,2007,227000,1,1,2,2,1,5,3,3
CollgCr,1332,80,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,GasA,Gd,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,55,10780,0,911,954,0,0,954,0,0,1,0,3,1,6,0,1976,2,576,0,0,0,0,0,0,0,2006,132500,30,30,3,1,1,3,2,3
Edwards,1333,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,GasA,Ex,Y,null,TA,Typ,Gd,Detchd,Unf,Fa,Fa,Y,NA,NA,NA,5,WD,Normal,67,8877,0,816,816,0,0,816,1,0,1,0,2,1,3,1,1958,1,288,0,0,0,0,0,0,0,2009,100000,71,51,2,2,2,3,2,1
IDOTRR,1334,50,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,7,WD,Normal,60,7200,0,803,803,557,0,1360,0,0,1,1,2,1,6,0,1951,1,297,0,65,190,0,0,0,0,2006,125500,68,11,1,2,2,4,1,1
BrDale,1335,160,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Min1,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,5,WD,Normal,24,2368,312,765,765,600,0,1365,0,0,1,1,3,1,7,0,1970,2,440,0,36,0,0,0,0,0,2009,125000,39,39,3,2,1,1,2,2
NWAmes,1336,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,GasA,TA,Y,null,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,4,WD,Normal,80,9650,360,1350,1334,0,0,1334,0,1,2,0,2,1,6,1,1977,2,630,0,16,0,0,0,0,0,2009,167900,32,32,3,2,1,1,3,3
NWAmes,1337,90,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,11,WD,Normal,87,9246,564,1656,1656,0,0,1656,0,0,2,0,4,2,8,0,1973,2,506,0,211,0,0,0,0,0,2008,135000,35,35,3,2,1,1,3,3
OldTown,1338,30,RM,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Grav,Fa,N,null,Fa,Typ,NA,NA,NA,NA,NA,N,NA,NA,NA,3,WD,Normal,153,4118,0,693,693,0,0,693,0,0,1,0,2,1,4,0,1980,0,0,0,20,0,0,0,0,0,2006,52500,65,56,1,4,2,4,2,1
CollgCr,1339,60,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,95,13450,0,916,920,941,0,1861,1,0,2,1,3,1,8,0,2002,2,492,146,91,0,0,0,0,0,2006,200000,4,4,3,1,1,3,2,3
CollgCr,1340,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,GasA,Ex,Y,null,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,120,9560,0,864,864,0,0,864,0,0,1,0,3,1,5,0,1972,1,288,0,0,0,0,0,0,0,2006,128500,34,34,3,1,1,3,2,3
NAmes,1341,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdWo,NA,6,WD,Normal,70,8294,0,858,872,0,0,872,0,0,1,0,3,1,5,0,1974,4,480,0,0,0,0,0,0,0,2007,123000,36,36,3,2,1,4,2,2
SawyerW,1342,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,66,13695,0,1114,1114,0,0,1114,1,0,1,0,3,1,6,0,2004,2,576,0,78,0,0,0,0,0,2008,155000,5,4,3,1,1,2,2,3
CollgCr,1343,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,8,WD,Normal,69,9375,149,1284,1284,885,0,2169,0,0,2,1,3,1,7,1,2002,2,647,192,87,0,0,0,0,0,2007,228500,5,5,3,1,1,3,2,3
Crawfor,1344,50,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,BrkFace,Stone,None,TA,TA,BrkTil,TA,TA,No,GasA,Gd,Y,null,TA,Typ,TA,Detchd,Unf,Fa,Fa,Y,NA,NA,NA,3,WD,Normal,57,7558,0,896,1172,741,0,1913,0,0,1,1,3,1,9,1,1929,2,342,0,0,0,0,0,0,0,2009,177000,81,59,2,4,4,4,2,3
CollgCr,1345,60,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,New,Partial,85,11103,0,728,728,728,0,1456,0,0,2,1,3,1,8,1,2006,2,440,0,0,0,0,0,0,0,2007,155835,1,1,3,1,1,3,2,3
OldTown,1346,30,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,4,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,GasA,Gd,Y,null,Fa,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,50,6000,0,960,960,0,0,960,0,0,1,0,2,1,5,0,1997,1,308,0,0,168,0,0,0,0,2007,108500,87,57,1,4,2,4,2,1
NWAmes,1347,20,RL,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,1Story,7,7,Hip,CompShg,BrkFace,HdBoard,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,Gd,Attchd,RFn,Gd,TA,Y,NA,NA,NA,6,WD,Normal,69,20781,0,1568,2156,0,0,2156,0,0,2,0,3,1,9,1,1968,2,508,0,80,0,290,0,0,0,2006,262500,38,3,3,2,1,1,3,3
Timber,1348,20,RL,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,5,New,Partial,93,15306,100,1732,1776,0,0,1776,1,0,2,0,3,1,7,1,2006,3,712,0,0,0,0,0,0,0,2007,283463,1,0,3,2,1,4,3,3
SawyerW,1349,20,RL,Pave,NA,IR3,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,GasA,Ex,Y,null,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,NA,NA,NA,8,WD,Normal,69,16196,0,1482,1494,0,0,1494,1,0,2,0,3,1,5,1,1998,2,514,402,25,0,0,0,0,0,2007,215000,9,9,3,1,1,2,2,3
OldTown,1350,70,RM,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,Fa,No,OthW,Fa,N,null,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,12,WD,Normal,50,5250,0,684,938,1215,205,2358,0,0,2,0,4,1,8,0,1980,0,0,0,54,20,0,0,0,0,2008,122000,136,21,1,4,2,4,2,1
NAmes,1351,90,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,Duplex,2Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,8,WD,Normal,91,11643,368,1248,1338,1296,0,2634,1,1,2,2,6,2,12,0,1969,4,968,0,0,0,0,0,0,0,2009,200000,40,40,3,2,1,4,2,2
NAmes,1352,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,3,WD,Normal,70,9247,318,858,858,858,0,1716,0,0,1,1,4,1,8,1,1962,2,490,0,84,0,0,120,0,0,2008,171000,46,46,3,2,1,4,2,2
BrkSide,1353,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,9,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,N,NA,NA,NA,7,WD,Normal,50,6000,0,698,786,390,0,1176,0,0,1,0,2,1,4,0,1999,2,624,210,0,0,0,0,0,0,2009,134900,72,9,3,4,2,4,3,2
NoRidge,1354,50,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,Ex,Attchd,Fin,TA,TA,Y,NA,NA,NA,3,WD,Normal,56,14720,579,2033,2053,1185,0,3238,1,0,2,1,4,1,9,1,1996,3,666,283,86,0,0,0,0,0,2010,410000,15,14,3,2,1,5,3,3
CollgCr,1355,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,69,10316,0,992,992,873,0,1865,1,0,2,1,3,1,7,1,2000,3,839,0,184,0,0,0,0,0,2008,235000,8,8,3,1,1,3,2,3
NWAmes,1356,80,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,GdPrv,NA,9,WD,Normal,102,10192,143,570,1222,698,0,1920,0,0,3,0,4,1,8,1,1968,2,487,0,98,0,0,0,0,0,2006,170000,38,14,3,2,1,1,3,3
NAmes,1357,20,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,10,WD,Normal,69,9477,65,864,892,0,0,892,0,0,1,0,3,1,5,0,1966,1,264,0,0,0,0,0,0,0,2008,110000,42,42,3,2,1,4,2,2
NAmes,1358,20,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,Fa,Attchd,Fin,TA,TA,Y,NA,NA,NA,4,WD,Normal,69,12537,0,1078,1078,0,0,1078,1,0,1,1,3,1,6,1,1971,2,500,0,0,0,0,0,0,0,2010,149900,39,2,3,2,1,4,2,2
Somerst,1359,160,FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,69,2117,216,756,769,804,0,1573,0,0,2,1,3,1,5,0,2000,2,440,0,32,0,0,0,0,0,2010,177500,10,10,2,2,1,5,3,3
